,,,,,,,,,,,
Loan Id,Quarters,Years,Segment of Loan,Lender Name,Type of Loan,Original Loan size,Outstanding loan amount,Borrower Age,Borrower Income,New to Credit (Y /N),Gender
PVTN223TWL9758,Q2,FY21,Retail,NBFC,Two-Wheeler Loan,45760,31715,44,776160,Y,F
PVTN123TWL5955,Q2,FY19,Retail,PVT Bank,Two-Wheeler Loan,72080,26193,57,837011,Y,M
PVTN460TWL5451,Q2,FY20,Retail,PVT Bank,Two-Wheeler Loan,68680,29376,43,1127776,Y,M
PSUIN301TWL11581,Q2,FY21,Retail,PSU Bank,Two-Wheeler Loan,56680,19656,51,685568,N,M
PVT00COM24,Q3,FY20,Commercial,PVT Bank,Commercial Loan,20829600,4970700,58,14628060,N,F
PVT00COM37,Q3,FY19,Commercial,PVT Bank,Commercial Loan,14245040,3702300,38,10789560,Y,M
NBFCIN0001682,Q3,FY19,Microfinance,NBFC,Microfinance Loan,5150,1980,38,28231,Y,M
NBFCIN0001276,Q3,FY21,Microfinance,NBFC,Microfinance Loan,6360,2419,52,28270,Y,F
NBFCIN0001338,Q3,FY19,Microfinance,NBFC,Microfinance Loan,7420,2256,52,42728,N,M
NBFCIN0001042,Q3,FY19,Microfinance,NBFC,Microfinance Loan,8720,2307,48,28013,N,F
NBFCIN0001872,Q3,FY21,Microfinance,NBFC,Microfinance Loan,14140,5090,55,33027,N,M
NBFCIN000116,Q3,FY21,Microfinance,NBFC,Microfinance Loan,16200,4374,53,45780,N,F
NBFCIN0001972,Q3,FY20,Microfinance,NBFC,Microfinance Loan,16200,4087,41,15656,N,M
NBFCIN0002003,Q3,FY20,Microfinance,NBFC,Microfinance Loan,16050,4087,47,29046,Y,F
NBFCIN0001135,Q3,FY19,Microfinance,NBFC,Microfinance Loan,16640,4200,44,44339,Y,M
NBFCIN0001896,Q3,FY19,Microfinance,NBFC,Microfinance Loan,17680,5875,55,44908,N,M
NBFCIN0001941,Q3,FY20,Microfinance,NBFC,Microfinance Loan,17850,5657,32,37168,Y,F
NBFCIN0001129,Q3,FY19,Microfinance,NBFC,Microfinance Loan,18720,6548,33,39795,N,M
NBFCIN0001237G,Q3,FY19,Microfinance,NBFC,Microfinance Loan,23320,6406,41,9360,N,M
NBFCIN0001053,Q3,FY19,Microfinance,NBFC,Microfinance Loan,24840,7245,51,36562,N,M
NBFCIN0002073,Q3,FY21,Microfinance,NBFC,Microfinance Loan,26500,9712,45,23381,Y,F
NBFCIN0002200S,Q3,FY20,Microfinance,NBFC,Microfinance Loan,27500,8497,37,44676,Y,M
NBFCIN000709,Q3,FY20,Microfinance,NBFC,Microfinance Loan,27000,9350,43,30603,N,M
NBFCIN0002175,Q3,FY21,Microfinance,NBFC,Microfinance Loan,27820,8221,45,54912,N,M
NBFCIN00022,Q3,FY20,Microfinance,NBFC,Microfinance Loan,27560,8624,54,30528,Y,M
NBFCIN000126,Q3,FY19,Microfinance,NBFC,Microfinance Loan,30740,7685,37,29664,Y,M
NBFCIN0001189K,Q3,FY19,Microfinance,NBFC,Microfinance Loan,32400,8175,28,36733,N,M
NBFCIN0001266G,Q3,FY19,Microfinance,NBFC,Microfinance Loan,32640,11404,47,44616,N,M
NBFCIN000632,Q3,FY21,Microfinance,NBFC,Microfinance Loan,33990,9794,32,23381,N,M
NBFCIN000817,Q3,FY19,Microfinance,NBFC,Microfinance Loan,34320,11444,37,38745,N,F
NBFCIN000811B,Q3,FY21,Microfinance,NBFC,Microfinance Loan,35360,12229,32,22624,N,M
NBFCIN000822,Q3,FY19,Microfinance,NBFC,Microfinance Loan,38500,13104,50,46543,Y,M
NBFCIN0001427,Q3,FY19,Microfinance,NBFC,Microfinance Loan,38160,13586,41,46200,N,F
NBFCIN0002249,Q3,FY21,Microfinance,NBFC,Microfinance Loan,38520,12276,24,19467,Y,M
NBFCIN000814N,Q3,FY21,Microfinance,NBFC,Microfinance Loan,39600,10382,33,27178,Y,M
NBFCIN0001442,Q3,FY20,Microfinance,NBFC,Microfinance Loan,39960,12195,44,29988,Y,F
NBFCIN0001449,Q3,FY21,Microfinance,NBFC,Microfinance Loan,39960,10189,57,33463,N,M
NBFCIN0002234,Q3,FY20,Microfinance,NBFC,Microfinance Loan,39590,10293,37,54230,N,M
NBFCIN0001410,Q3,FY20,Microfinance,NBFC,Microfinance Loan,43600,13056,60,38376,N,M
NBFCIN0002297,Q3,FY21,Microfinance,NBFC,Microfinance Loan,42640,16231,45,26814,Y,M
NBFCIN0001649,Q3,FY21,Microfinance,NBFC,Microfinance Loan,44940,14553,59,45475,N,M
NBFCIN000878,Q3,FY21,Microfinance,NBFC,Microfinance Loan,45150,13592,41,38772,N,M
NBFCIN0001076,Q3,FY19,Microfinance,NBFC,Microfinance Loan,46800,13441,45,40174,Y,F
NBFCIN000153,Q3,FY19,Microfinance,NBFC,Microfinance Loan,51000,13770,33,428876,N,F
NBFCIN0001673,Q3,FY19,Microfinance,NBFC,Microfinance Loan,52500,15950,39,415792,N,M
NBFCIN0002372,Q3,FY19,Microfinance,NBFC,Microfinance Loan,53500,15805,33,438734,N,M
NBFCIN000961,Q3,FY21,Microfinance,NBFC,Microfinance Loan,51000,16640,34,400554,N,M
NBFCIN0001655,Q3,FY21,Microfinance,NBFC,Microfinance Loan,55080,17798,43,458480,N,M
NBFCIN0001707,Q3,FY19,Microfinance,NBFC,Microfinance Loan,57240,16524,32,425355,Y,M
NBFCIN0001498,Q3,FY19,Microfinance,NBFC,Microfinance Loan,55550,18480,59,416670,Y,M
NBFCIN000148,Q3,FY19,Microfinance,NBFC,Microfinance Loan,60900,17156,51,414100,N,M
NBFCIN0001522,Q3,FY19,Microfinance,NBFC,Microfinance Loan,63860,19158,42,399640,N,M
NBFCIN000988S,Q3,FY20,Microfinance,NBFC,Microfinance Loan,64260,24708,44,395520,N,F
NBFCIN000992,Q3,FY20,Microfinance,NBFC,Microfinance Loan,72600,23997,49,391173,Y,M
NBFCIN000469,Q3,FY21,Microfinance,NBFC,Microfinance Loan,73500,25179,46,408555,N,F
NBFCIN00044,Q3,FY20,Microfinance,NBFC,Microfinance Loan,79920,23628,43,391248,N,F
NBFCIN000374,Q3,FY19,Microfinance,NBFC,Microfinance Loan,78000,23100,37,434830,N,M
NBFCIN000977,Q3,FY20,Microfinance,NBFC,Microfinance Loan,86110,30983,29,400192,N,M
NBFCIN000319,Q3,FY20,Microfinance,NBFC,Microfinance Loan,89890,28693,41,424882,N,M
NBFCIN0002476,Q3,FY20,Microfinance,NBFC,Microfinance Loan,95680,26532,54,368986,N,M
NBFCIN0002449,Q3,FY21,Microfinance,NBFC,Microfinance Loan,129540,47929,44,373599,Y,M
PVT00MICROV868,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,10800,3850,33,437309,N,M
PVT00MICROV1499,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,13650,4375,39,391965,N,M
PVT00MICROV2301,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,13260,4590,43,411060,N,M
PVT00MICROV3,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,15260,5145,32,437508,N,M
PVT00MICROV1250,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,16160,6953,47,364549,Y,F
PVT00MICROV2330,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,17440,7704,61,426438,N,M
PVT00MICROV2370,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,16800,5979,53,403716,N,M
PVT00MICROV456,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,17120,7948,37,430967,Y,F
PVT00MICROV695,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,17280,5702,43,421740,Y,M
PVT00MICROV362,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,17340,9163,25,390528,Y,M
PVT00MICROV101,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,26000,9537,54,464310,N,M
PVT00MICROV1243,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,27500,11070,60,413296,N,M
PVT00MICROV2003,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,25250,8580,37,465608,N,M
PVT00MICROV240,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,27250,10300,41,443960,N,M
PVT00MICROV782,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,27000,11812,36,437030,Y,M
PVT00MICROV337,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,27040,10920,50,398919,N,M
PVT00MICROV14,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,28080,9455,47,413100,Y,F
PVT00MICROV2056,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,29700,13324,62,437325,N,F
PVT00MICROV228,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,28080,9622,54,379155,N,M
PVT00MICROV2480,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,28350,11267,54,453285,N,M
PVT00MICROV944,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,29430,13759,24,383010,Y,M
PVT00MICROV1699,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,37400,13525,45,400180,Y,M
PVT00MICROV2159,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,36720,15279,59,428400,N,M
PVT00MICROV427,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,36720,15204,34,420240,N,M
PVT00MICROV989,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,35360,12614,43,360400,Y,M
PVT00MICROV1325,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,37450,15351,48,400400,Y,F
PVT00MICROV1638,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,36050,16786,52,378000,N,M
PVT00MICROV1964,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,36750,14742,40,337050,N,M
PVT00MICROV442,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,38500,12733,27,142800,N,M
PVT00MICROV1448,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,37080,15202,44,316800,Y,M
PVT00MICROV715,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,37800,14090,54,299520,N,F
PVT00MICROV1543,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,37370,16983,66,427350,N,F
PVT00MICROV187,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,38110,12550,34,457320,N,M
PVT00MICROV529,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,40700,20165,62,325600,N,F
PVT00MICROV726,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,50760,20680,26,348740,N,M
PVT00MICROV2160,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,56650,24123,30,594000,N,F
NBFCIN36AUTO8846,Q3,FY19,Retail,NBFC,Auto Loans,169936,24706,46,2671590,N,M
NBFCIN120AUTO35553A12,Q3,FY20,Retail,NBFC,Auto Loans,192372,36663,58,407376,N,M
NBFCIN16AUTO35553A,Q3,FY21,Retail,NBFC,Auto Loans,90817,89968,61,925148,Y,M
NBFCIN163AUTOAW35553,Q3,FY21,Retail,NBFC,Auto Loans,341819,326139,47,1938023,N,M
IC0074AUL23369,Q3,FY20,Retail,PVT Bank,Auto Loans,286343,89291,46,1071816,N,M
PSUNAUTO248LOA5373,Q3,FY20,Retail,PSU Bank,Auto Loans,143005,80430,35,572022,Y,F
PVTN5CCL7323,Q3,FY20,Retail,PVT Bank,Credit Card,22440,13041,27,354577,N,M
PSUN84CC10591,Q3,FY21,Retail,PSU Bank,Credit Card,24310,10572,55,520404,Y,F
NBFCINCC30ZA0327,Q3,FY19,Retail,NBFC,Credit Card,23310,6950,37,292447,N,M
PVTN20CCL2690,Q3,FY19,Retail,PVT Bank,Credit Card,27170,15205,61,342578,Y,M
PVTN16CCL7938,Q3,FY21,Retail,PVT Bank,Credit Card,27248,11444,48,574626,N,F
PVTN43CCL8520,Q3,FY20,Retail,PVT Bank,Credit Card,26664,11148,56,546199,N,M
PVTN26CCL3637,Q3,FY21,Retail,PVT Bank,Credit Card,27030,8872,48,444264,Y,M
NBFCINCC30ZA05020,Q3,FY20,Retail,NBFC,Credit Card,27604,8919,35,564186,Y,M
PVTN87CCL12215,Q3,FY21,Retail,PVT Bank,Credit Card,27846,11684,48,585200,Y,F
NBFCINCC30ZA02475,Q3,FY19,Retail,NBFC,Credit Card,29362,12151,52,412182,N,M
NBFCINCC30ZA0827,Q3,FY20,Retail,NBFC,Credit Card,29744,12732,37,409013,N,M
PVTN32CCL7864,Q3,FY21,Retail,PVT Bank,Credit Card,31937,10126,36,511238,Y,F
PVTN87CCL12212,Q3,FY21,Retail,PVT Bank,Credit Card,31588,15794,39,382418,N,M
PVTN70CCL10729,Q3,FY19,Retail,PVT Bank,Credit Card,33245,13578,37,384048,N,M
PSUN72CC2951,Q3,FY20,Retail,PSU Bank,Credit Card,31108,11975,44,337392,N,M
PVTN69CCL5265,Q3,FY20,Retail,PVT Bank,Credit Card,33804,12573,56,360060,Y,M
PVTN57CCL6136,Q3,FY19,Retail,PVT Bank,Credit Card,32548,20135,38,357220,Y,M
PVTN22CCL9267,Q3,FY19,Retail,PVT Bank,Credit Card,33048,17010,26,368730,Y,M
PVTN87CCL4654,Q3,FY20,Retail,PVT Bank,Credit Card,34662,11114,60,395010,N,M
PVTN28CCL3466,Q3,FY21,Retail,PVT Bank,Credit Card,34944,21379,46,418080,N,M
PVTN87CCL9645,Q3,FY20,Retail,PVT Bank,Credit Card,39567,17478,58,353192,Y,M
NBFCINCC30ZA07632,Q3,FY19,Retail,NBFC,Credit Card,40660,21124,36,612464,N,M
NBFCINCC30ZA012176,Q3,FY19,Retail,NBFC,Credit Card,41910,22802,45,627308,N,M
NBFCINCC30ZA02555,Q3,FY20,Retail,NBFC,Credit Card,41446,21755,51,644586,N,M
PVTN57CCL312,Q3,FY20,Retail,PVT Bank,Credit Card,41208,18245,36,640605,N,M
PVTN93CCL130,Q3,FY21,Retail,PVT Bank,Credit Card,47415,23977,34,622281,Y,F
PVTN63CCL7785,Q3,FY21,Retail,PVT Bank,Credit Card,46958,14765,45,648741,N,F
PVTN89CCL8898,Q3,FY21,Retail,PVT Bank,Credit Card,48840,22843,45,620948,Y,M
NBFCIN060TWL3,Q3,FY20,Retail,NBFC,Two-Wheeler Loan,43430,30826,30,854965,Y,M
NBFCIN060TWL31,Q3,FY21,Retail,NBFC,Two-Wheeler Loan,85600,50752,40,364640,N,M
NBFCIN060TWL46,Q3,FY19,Retail,NBFC,Two-Wheeler Loan,50140,30360,37,975719,Y,M
NBFCIN060TWL6,Q3,FY21,Retail,NBFC,Two-Wheeler Loan,69120,47488,42,1202148,N,M
NBFCIN192TWL4876,Q3,FY20,Retail,NBFC,Two-Wheeler Loan,65520,39450,35,654565,N,M
NBFCIN161TWL2006,Q3,FY19,Retail,NBFC,Two-Wheeler Loan,34980,18664,38,688602,N,M
NBFCIN371TWL12418,Q3,FY20,Retail,NBFC,Two-Wheeler Loan,38880,23936,31,818426,N,M
NBFCIN200TWL6829,Q3,FY19,Retail,NBFC,Two-Wheeler Loan,65280,48134,34,471670,Y,F
NBFCIN309TWL5461,Q3,FY21,Retail,NBFC,Two-Wheeler Loan,42400,28288,55,436370,N,M
NBFCIN428TWL7788,Q3,FY21,Retail,NBFC,Two-Wheeler Loan,215180,129168,51,978848,Y,M
NBFCIN308TWL1903,Q3,FY21,Retail,NBFC,Two-Wheeler Loan,49680,30498,40,802944,Y,M
IC0700TWL42E,Q3,FY19,Retail,NBFC,Two-Wheeler Loan,46350,27346,41,771980,N,M
PVTN129TWL10915,Q3,FY19,Retail,NBFC,Two-Wheeler Loan,74900,41965,56,760057,Y,M
PVTN12TWL9083,Q3,FY20,Retail,NBFC,Two-Wheeler Loan,48410,27401,34,881701,Y,M
PVTN270TWL11742,Q3,FY20,Retail,NBFC,Two-Wheeler Loan,58800,38348,40,1166514,N,F
PVTN137TWL8598,Q3,FY20,Retail,NBFC,Two-Wheeler Loan,62400,34884,57,1082445,Y,M
PVTN247TWL11834,Q3,FY21,Retail,NBFC,Two-Wheeler Loan,31610,20909,50,1254702,N,M
PVTN350TWL3602,Q3,FY20,Retail,NBFC,Two-Wheeler Loan,68480,43827,35,1612764,Y,M
PVTN391TWL9799,Q3,FY20,Retail,NBFC,Two-Wheeler Loan,44880,32788,29,533078,N,M
PVTN389TWL8441,Q3,FY20,Retail,NBFC,Two-Wheeler Loan,62060,38662,47,1297080,N,M
PVTN34TWL8737,Q3,FY19,Retail,NBFC,Two-Wheeler Loan,53410,30977,28,1402704,N,M
PVTN110TWL1373,Q3,FY20,Retail,PVT Bank,Two-Wheeler Loan,22470,6741,58,706200,Y,M
PVTN12TWL1974,Q3,FY19,Retail,PVT Bank,Two-Wheeler Loan,66340,19598,46,782079,N,F
PVTN133TWL6300,Q3,FY20,Retail,PVT Bank,Two-Wheeler Loan,59360,16150,29,983725,Y,M
PVTN265TWL4385,Q3,FY20,Retail,PVT Bank,Two-Wheeler Loan,78750,28875,24,1481629,Y,M
PVTN468TWL8120,Q3,FY20,Retail,PVT Bank,Two-Wheeler Loan,55620,21189,48,847188,Y,F
PSUIN203TWL10633,Q3,FY19,Retail,PSU Bank,Two-Wheeler Loan,54060,16524,50,427992,Y,M
PSUIN245TWL7160,Q3,FY21,Retail,PSU Bank,Two-Wheeler Loan,115560,32581,32,986475,N,M
PSUIN351TWL12075,Q3,FY21,Retail,PSU Bank,Two-Wheeler Loan,107800,35985,33,813858,N,M
NBFCIN000COML439,Q4,FY19,Commercial,NBFC,Commercial Loan,16752950,3448180,26,6343350,N,F
NBFCIN000COML556,Q4,FY19,Commercial,NBFC,Commercial Loan,8091200,4084500,36,5951700,N,M
PVT00COM148,Q4,FY19,Commercial,PVT Bank,Commercial Loan,21053200,4128880,54,8201550,N,F
PVT00COM20,Q4,FY20,Commercial,PVT Bank,Commercial Loan,22470350,4535300,43,8117156,N,M
PVT00COM65,Q4,FY21,Commercial,PVT Bank,Commercial Loan,441000,107100,49,333900,N,F
PVT00COM84,Q4,FY19,Commercial,PVT Bank,Commercial Loan,17774400,4570560,42,6982800,N,M
PSUIN300460MICRO0145155,Q4,FY20,Commercial,PSU Bank,Commercial Loan,14970800,3109320,50,5722012,N,M
PSUIN300427MICRO0128686,Q4,FY20,Commercial,PSU Bank,Commercial Loan,183288840,95102700,48,93373560,N,M
PSUIN3002MICRO0142759,Q4,FY20,Commercial,PSU Bank,Commercial Loan,5138760,2670140,43,2040390,N,M
PSUIN3009MICRO0118372,Q4,FY21,Commercial,PSU Bank,Commercial Loan,207570000,99067500,31,72177750,N,M
PVT00MICROV1051,Q4,FY20,Microfinance,PVT Bank,Microfinance Loan,60990,24852,31,639540,N,F
PVT00MICROV1161,Q4,FY20,Microfinance,PVT Bank,Microfinance Loan,72800,24745,58,462000,Y,M
PVT00MICROV334,Q4,FY19,Microfinance,PVT Bank,Microfinance Loan,75260,29351,56,624800,N,F
PVT00MICROV815,Q4,FY19,Microfinance,PVT Bank,Microfinance Loan,89040,36481,40,692160,N,M
PVT00MICROV1729,Q4,FY19,Microfinance,PVT Bank,Microfinance Loan,95790,41589,38,781200,Y,M
PVT00MICROV428,Q4,FY19,Microfinance,PVT Bank,Microfinance Loan,101850,38703,51,706160,N,M
PVT00MICROV1170,Q4,FY19,Microfinance,PVT Bank,Microfinance Loan,110240,43076,58,636480,N,F
PVT00MICROV1132,Q4,FY19,Microfinance,PVT Bank,Microfinance Loan,115440,54933,28,1385280,Y,M
PSUIN300119MICRO017387,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,6240,2205,52,58320,Y,F
PSUIN300397MICRO0135398,Q4,FY21,Microfinance,PSU Bank,Microfinance Loan,7140,3393,42,36050,Y,M
PSUIN300175MICRO0111984,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,14420,6260,47,89040,Y,F
PSUIN300452MICRO018279,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,15750,6901,23,147150,N,F
PSUIN300337MICRO0136130,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,16960,8480,48,154080,Y,M
PSUIN300119MICRO0137808,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,16320,7257,43,584327,N,M
PSUIN300123MICRO0129157,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,16320,7040,42,514842,N,F
PSUIN300259MICRO0126459,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,20400,9202,32,601829,Y,M
PSUIN30029MICRO0116997,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,27250,9450,43,596708,N,F
PSUIN300140MICRO0138865,Q4,FY21,Microfinance,PSU Bank,Microfinance Loan,28340,10296,49,363600,N,M
PSUIN300272MICRO0142350,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,26520,11029,33,573306,N,M
PSUIN300227MICRO0144159,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,27040,9555,56,651996,N,F
PSUIN300355MICRO0120754,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,28080,10692,33,606638,Y,M
PSUIN300140MICRO0146966,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,27810,12514,36,580500,N,M
PSUIN300297MICRO0145854,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,31320,11165,32,709128,Y,M
PSUIN300475MICRO0129297,Q4,FY21,Microfinance,PSU Bank,Microfinance Loan,29870,13015,53,575120,N,M
PSUIN300462MICRO0110070,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,31800,14175,23,521674,N,M
PSUIN300456MICRO0132600,Q4,FY21,Microfinance,PSU Bank,Microfinance Loan,35640,15681,54,349058,N,M
PSUIN300451MICRO0147519,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,34320,12236,45,550200,Y,M
PSUIN300423MICRO0140909,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,35020,14079,61,852925,N,F
PSUIN30017MICRO0149161,Q4,FY21,Microfinance,PSU Bank,Microfinance Loan,35700,16218,30,547066,Y,F
PSUIN300476MICRO0128373,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,38500,13433,31,423576,Y,M
PSUIN300472MICRO019441,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,37080,14742,38,615966,N,F
PSUIN30059MICRO0144198,Q4,FY21,Microfinance,PSU Bank,Microfinance Loan,37440,15724,29,359809,N,F
PSUIN300135MICRO0140310,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,38110,17094,41,510555,Y,F
PSUIN300328MICRO0137392,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,39590,14511,43,815010,N,M
PSUIN300102MICRO0114387,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,40700,16546,37,749088,N,F
PSUIN300245MICRO0148369,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,42840,16598,62,538230,N,M
PSUIN300154MICRO0134829,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,45580,22704,37,548974,N,M
PSUIN300346MICRO0141043,Q4,FY21,Microfinance,PSU Bank,Microfinance Loan,47840,22264,56,466612,N,M
PSUIN300350MICRO0124714,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,50500,21600,27,436219,N,M
PSUIN300296MICRO01628,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,52500,19950,38,271024,N,M
PSUIN300382MICRO0120175,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,52000,21525,56,549882,Y,F
PSUIN300400MICRO0134626,Q4,FY21,Microfinance,PSU Bank,Microfinance Loan,53040,21746,35,732888,N,F
PSUIN30032MICRO018848,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,58300,21412,50,443448,N,M
PSUIN300444MICRO0123589,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,55620,21384,52,618765,N,M
PSUIN300425MICRO01885,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,61950,22095,54,644247,N,M
PSUIN30071MICRO0138929,Q4,FY21,Microfinance,PSU Bank,Microfinance Loan,67580,24552,55,444458,Y,F
PSUIN30087MICRO018982,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,64640,23520,39,677916,Y,M
PSUIN30096MICRO0143652,Q4,FY21,Microfinance,PSU Bank,Microfinance Loan,81320,32011,45,397188,Y,F
PSUIN300240MICRO0122517,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,88000,31968,45,667224,N,M
PSUIN300108MICRO0142471,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,93090,35287,45,479273,N,M
PSUIN300487MICRO0119133,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,98700,39480,31,462883,N,M
PSUIN30030MICRO019066,Q4,FY21,Microfinance,PSU Bank,Microfinance Loan,99840,44774,52,382418,N,M
PSUIN300221MICRO019673,Q4,FY21,Microfinance,PSU Bank,Microfinance Loan,98880,40809,28,329765,N,M
PSUIN300394MICRO0114747,Q4,FY21,Microfinance,PSU Bank,Microfinance Loan,107060,38864,42,307343,N,F
PSUIN300394MICRO015735,Q4,FY21,Microfinance,PSU Bank,Microfinance Loan,113360,43919,60,540249,Y,M
PSUIN300434MICRO0127113,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,108160,50076,25,393546,N,F
PSUIN300345MICRO0138895,Q4,FY19,Microfinance,PSU Bank,Microfinance Loan,107100,49434,48,679326,N,M
PSUIN300344MICRO0127194,Q4,FY20,Microfinance,PSU Bank,Microfinance Loan,112360,43672,45,531360,N,F
PSUIN30076MICRO0130836,Q4,FY21,Microfinance,PSU Bank,Microfinance Loan,110090,43959,55,498314,Y,M
NBFCIN0001833,Q4,FY19,Microfinance,NBFC,Microfinance Loan,3060,780,27,495327,N,M
NBFCIN0001055Q,Q4,FY20,Microfinance,NBFC,Microfinance Loan,4240,1356,44,535288,Y,F
NBFCIN0002175,Q4,FY21,Microfinance,NBFC,Microfinance Loan,5100,1566,39,360828,N,M
NBFCIN000920,Q4,FY20,Microfinance,NBFC,Microfinance Loan,5200,1458,56,529540,Y,F
NBFCIN000424,Q4,FY19,Microfinance,NBFC,Microfinance Loan,5100,1627,45,489955,N,M
NBFCIN0001728,Q4,FY20,Microfinance,NBFC,Microfinance Loan,6600,2138,42,611050,N,M
NBFCIN0002219R,Q4,FY19,Microfinance,NBFC,Microfinance Loan,6420,1836,66,336525,N,M
NBFCIN000152,Q4,FY21,Microfinance,NBFC,Microfinance Loan,6240,2112,46,464205,N,M
NBFCIN000247,Q4,FY20,Microfinance,NBFC,Microfinance Loan,6180,2397,29,562754,N,M
NBFCIN000811,Q4,FY21,Microfinance,NBFC,Microfinance Loan,6180,1908,39,445068,Y,M
NBFCIN000642,Q4,FY19,Microfinance,NBFC,Microfinance Loan,7350,2136,44,575125,N,F
NBFCIN000147,Q4,FY20,Microfinance,NBFC,Microfinance Loan,7630,2079,31,268290,N,M
NBFCIN0002249,Q4,FY20,Microfinance,NBFC,Microfinance Loan,7210,2172,47,573195,N,M
NBFCIN0002064,Q4,FY21,Microfinance,NBFC,Microfinance Loan,7700,1837,41,456060,Y,M
NBFCIN000701,Q4,FY19,Microfinance,NBFC,Microfinance Loan,7560,2018,44,651560,N,M
NBFCIN000105,Q4,FY20,Microfinance,NBFC,Microfinance Loan,7070,2419,56,128960,N,F
NBFCIN0001199,Q4,FY20,Microfinance,NBFC,Microfinance Loan,7490,1946,53,359863,N,F
NBFCIN0002432,Q4,FY19,Microfinance,NBFC,Microfinance Loan,8640,2343,58,405405,Y,F
NBFCIN0001196,Q4,FY19,Microfinance,NBFC,Microfinance Loan,8320,2289,34,443100,N,M
NBFCIN000224,Q4,FY21,Microfinance,NBFC,Microfinance Loan,8800,2100,37,661815,N,F
NBFCIN000575,Q4,FY21,Microfinance,NBFC,Microfinance Loan,9270,2575,56,897506,Y,M
